Age,Education,Sex,Group_ID
21, HS-grad, Female,912
45, Masters, Male,912
53, Bachelors, Male,913
33, HS-grad, Male,913
35, Some-college, Female,913
35, HS-grad, Female,913
41, HS-grad, Female,913
44, Bachelors, Male,914
61, HS-grad, Male,914
18, Some-college, Female,914
42, Bachelors, Female,914
28, HS-grad, Female,914
53, HS-grad, Male,915
51, HS-grad, Female,915
32, Bachelors, Female,915
35, HS-grad, Male,915
44, Bachelors, Female,915
25, Assoc-acdm, Male,916
38, Bachelors, Female,916
28, Bachelors, Male,916
36, HS-grad, Female,916
40, Bachelors, Female,916
37, Assoc-voc, Female,917
18, 11th, Female,917
51, Some-college, Female,917
42, Some-college, Male,917
41, Assoc-voc, Female,917
45, HS-grad, Male,918
32, Bachelors, Male,918
24, Some-college, Male,918
63, 10th, Female,918
67, Some-college, Male,918
36, HS-grad, Female,919
52, 12th, Male,919
32, HS-grad, Male,919
38, Some-college, Male,919
33, Bachelors, Male,919
50, HS-grad, Female,920
55, HS-grad, Female,920
47, Some-college, Female,920
30, HS-grad, Female,920
40, 5th-6th, Male,920
36, HS-grad, Male,921
50, 1st-4th, Male,921
45, Bachelors, Male,921
22, HS-grad, Female,921
34, HS-grad, Male,921
37, Some-college, Male,922
57, 7th-8th, Female,922
29, Some-college, Male,922
31, HS-grad, Male,922
32, Some-college, Male,922
45, Bachelors, Male,923
31, HS-grad, Male,923
29, HS-grad, Female,923
30, Bachelors, Male,923
43, HS-grad, Male,923
50, Doctorate, Male,924
37, Bachelors, Female,924
59, Masters, Female,924
18, HS-grad, Female,924
25, Bachelors, Male,924
36, Some-college, Male,925
17, 10th, Female,925
55, HS-grad, Male,925
47, HS-grad, Male,925
17, 10th, Female,925
18, Some-college, Male,926
46, Some-college, Male,926
31, HS-grad, Male,926
61, HS-grad, Male,926
28, Preschool, Male,926
43, Bachelors, Male,927
26, Bachelors, Female,927
32, HS-grad, Male,927
52, HS-grad, Male,927
55, Masters, Female,927
67, HS-grad, Female,928
25, Some-college, Male,928
33, Bachelors, Male,928
29, Assoc-acdm, Female,928
20, Some-college, Female,928
58, Some-college, Female,929
56, Bachelors, Female,929
37, Some-college, Male,929
36, 7th-8th, Female,929
21, Some-college, Male,929
26, HS-grad, Female,930
81, 1st-4th, Male,930
52, Assoc-acdm, Male,930
48, HS-grad, Male,930
34, Bachelors, Male,930
47, 5th-6th, Male,931
37, Assoc-voc, Female,931
37, Bachelors, Female,931
42, HS-grad, Male,931
23, Some-college, Female,931
37, HS-grad, Male,932
45, Doctorate, Male,932
28, Some-college, Female,932
89, Bachelors, Male,932
54, Masters, Female,932
23, Some-college, Male,933
20, 5th-6th, Male,933
50, HS-grad, Female,933
35, HS-grad, Female,933
37, HS-grad, Male,933
31, HS-grad, Female,934
24, Bachelors, Male,934
52, Some-college, Male,934
18, HS-grad, Male,934
35, HS-grad, Male,934
51, Masters, Male,935
41, HS-grad, Male,935
57, Some-college, Female,935
22, HS-grad, Male,935
37, Bachelors, Male,935
74, HS-grad, Male,936
56, HS-grad, Male,936
33, HS-grad, Male,936
31, Some-college, Male,936
41, Bachelors, Male,936
26, Bachelors, Female,937
59, 10th, Female,937
23, HS-grad, Male,937
35, HS-grad, Male,937
50, Assoc-voc, Female,937
52, Some-college, Female,938
31, Some-college, Female,938
37, HS-grad, Female,938
48, Some-college, Male,938
50, Some-college, Male,938
30, HS-grad, Male,939
24, HS-grad, Male,939
57, HS-grad, Male,939
49, Assoc-voc, Male,939
23, Bachelors, Male,939
20, Some-college, Female,940
52, HS-grad, Female,940
56, Bachelors, Female,940
57, Masters, Female,940
20, Some-college, Male,940
43, HS-grad, Male,941
41, Prof-school, Male,941
45, Some-college, Male,941
36, HS-grad, Male,941
62, 9th, Female,941
19, HS-grad, Male,942
24, Some-college, Male,942
19, HS-grad, Male,942
20, HS-grad, Female,942
32, Bachelors, Male,942
44, Some-college, Female,943
53, 7th-8th, Male,943
45, 7th-8th, Male,943
39, Masters, Male,943
55, Masters, Male,943
30, Bachelors, Male,944
39, Some-college, Male,944
23, HS-grad, Male,944
28, Bachelors, Female,944
42, Assoc-voc, Male,944
35, HS-grad, Male,945
39, HS-grad, Female,945
29, Bachelors, Female,945
21, HS-grad, Male,945
35, Masters, Male,945
42, Some-college, Male,946
28, 9th, Male,946
57, 7th-8th, Female,946
59, HS-grad, Female,946
50, Preschool, Male,946
37, Prof-school, Male,947
20, HS-grad, Male,947
46, Some-college, Female,947
28, Some-college, Female,947
32, Some-college, Female,947
20, 9th, Male,948
38, Bachelors, Male,948
36, Bachelors, Female,948
30, Masters, Female,948
35, Masters, Female,948
30, Masters, Male,949
56, 9th, Male,949
30, 9th, Male,949
64, 1st-4th, Male,949
21, Some-college, Female,949
17, 10th, Male,950
49, HS-grad, Female,950
37, Bachelors, Male,950
52, Bachelors, Female,950
55, HS-grad, Female,950
24, 11th, Female,951
23, HS-grad, Female,951
31, Some-college, Female,951
17, 10th, Male,951
50, HS-grad, Male,951
33, HS-grad, Male,952
24, Bachelors, Female,952
37, 12th, Female,952
31, 10th, Male,952
77, Some-college, Male,952
21, Bachelors, Female,953
18, Some-college, Male,953
25, HS-grad, Male,953
57, Assoc-voc, Male,953
25, Some-college, Female,953
62, Some-college, Female,954
35, Assoc-voc, Male,954
26, Some-college, Female,954
47, HS-grad, Male,954
25, Assoc-acdm, Female,954
33, Assoc-voc, Female,955
28, Bachelors, Male,955
42, Prof-school, Male,955
50, Masters, Male,955
61, 1st-4th, Male,955
50, HS-grad, Male,956
23, HS-grad, Male,956
27, Some-college, Female,956
51, HS-grad, Male,956
37, Some-college, Male,956
25, Bachelors, Female,957
38, Bachelors, Male,957
60, Prof-school, Male,957
66, HS-grad, Male,957
74, Some-college, Male,957
37, Masters, Male,958
26, Bachelors, Male,958
39, Some-college, Male,958
19, HS-grad, Female,958
35, 10th, Female,958
43, Masters, Female,959
31, HS-grad, Male,959
35, Some-college, Male,959
30, Some-college, Female,959
22, HS-grad, Female,959
36, 7th-8th, Female,960
19, Some-college, Female,960
36, HS-grad, Male,960
29, Bachelors, Female,960
30, Some-college, Female,960
31, HS-grad, Female,961
27, HS-grad, Male,961
44, Assoc-voc, Male,961
17, 11th, Female,961
36, HS-grad, Male,961
43, Bachelors, Male,962
46, 9th, Male,962
24, HS-grad, Female,962
42, Some-college, Male,962
55, Some-college, Male,962
61, Assoc-voc, Female,963
20, HS-grad, Female,963
60, Some-college, Male,963
24, Assoc-voc, Female,963
33, Bachelors, Male,963
67, Some-college, Female,964
34, HS-grad, Male,964
34, Some-college, Female,964
38, Some-college, Female,964
50, Bachelors, Female,964
45, Some-college, Male,965
55, HS-grad, Female,965
18, HS-grad, Male,965
26, 10th, Female,965
40, Assoc-voc, Female,965
37, Some-college, Female,966
35, 10th, Male,966
22, Some-college, Female,966
33, HS-grad, Male,966
42, Some-college, Female,966
36, Some-college, Male,967
41, Some-college, Male,967
39, HS-grad, Female,967
63, Some-college, Male,967
52, Some-college, Male,967
36, 10th, Female,968
27, Masters, Male,968
19, 11th, Female,968
66, Some-college, Female,968
74, Some-college, Male,968
17, 9th, Male,969
37, Assoc-voc, Male,969
52, HS-grad, Male,969
21, Some-college, Female,969
44, Masters, Male,969
24, Bachelors, Male,970
19, Some-college, Male,970
31, Assoc-voc, Male,970
42, Some-college, Male,970
35, Bachelors, Female,970
35, Assoc-voc, Male,971
26, Prof-school, Female,971
39, Some-college, Female,971
38, Bachelors, Male,971
39, Bachelors, Male,971
35, Bachelors, Male,972
40, HS-grad, Female,972
64, Prof-school, Female,972
22, Some-college, Female,972
49, Bachelors, Male,972
26, 10th, Male,973
38, Some-college, Female,973
44, 5th-6th, Male,973
34, Bachelors, Male,973
54, Some-college, Female,973
22, Some-college, Female,974
64, Assoc-acdm, Male,974
22, HS-grad, Female,974
40, Bachelors, Male,974
36, HS-grad, Male,974
20, HS-grad, Male,975
49, Some-college, Female,975
42, HS-grad, Male,975
48, Bachelors, Female,975
27, 12th, Male,975
30, 11th, Male,976
22, HS-grad, Female,976
36, HS-grad, Male,976
53, Some-college, Female,976
32, HS-grad, Male,976
48, Some-college, Male,977
40, Assoc-acdm, Male,977
24, Bachelors, Male,977
35, Prof-school, Male,977
35, Some-college, Male,977
17, Some-college, Male,978
28, Bachelors, Female,978
30, HS-grad, Male,978
37, Bachelors, Female,978
23, HS-grad, Male,978
17, 10th, Female,979
47, HS-grad, Male,979
43, Some-college, Male,979
39, Some-college, Male,979
37, HS-grad, Male,979
23, HS-grad, Female,980
41, HS-grad, Female,980
22, HS-grad, Female,980
30, Bachelors, Female,980
39, Doctorate, Female,980
65, HS-grad, Male,981
61, Bachelors, Female,981
20, 12th, Male,981
37, HS-grad, Female,981
39, Bachelors, Male,981
27, HS-grad, Male,982
32, 10th, Male,982
54, Some-college, Female,982
39, Bachelors, Male,982
17, 11th, Male,982
23, HS-grad, Female,983
19, 11th, Female,983
55, Some-college, Male,983
36, Assoc-acdm, Female,983
27, 11th, Male,983
23, Some-college, Female,984
38, Bachelors, Female,984
22, HS-grad, Male,984
31, Bachelors, Female,984
53, Bachelors, Male,984
67, Bachelors, Male,985
42, HS-grad, Male,985
29, Assoc-voc, Male,985
31, Some-college, Male,985
22, 10th, Male,985
50, HS-grad, Female,986
41, Assoc-acdm, Male,986
68, Bachelors, Female,986
42, Bachelors, Male,986
20, Some-college, Female,986
18, HS-grad, Female,987
31, 7th-8th, Female,987
56, Some-college, Male,987
23, HS-grad, Male,987
45, Assoc-voc, Female,987
22, Some-college, Male,988
23, Bachelors, Female,988
54, HS-grad, Male,988
34, Assoc-acdm, Male,988
36, Some-college, Male,988
29, Assoc-voc, Female,989
67, 9th, Female,989
48, Bachelors, Male,989
53, Masters, Female,989
42, 7th-8th, Male,989
56, HS-grad, Male,990
20, Some-college, Female,990
40, HS-grad, Male,990
55, Bachelors, Male,990
61, 7th-8th, Male,990
35, Bachelors, Female,991
42, HS-grad, Male,991
32, Some-college, Male,991
19, Some-college, Male,991
21, Assoc-acdm, Male,991
39, HS-grad, Male,992
22, HS-grad, Female,992
23, HS-grad, Female,992
49, 11th, Male,992
57, Some-college, Male,992
49, 11th, Male,993
34, 10th, Female,993
46, 11th, Male,993
26, Some-college, Male,993
38, HS-grad, Male,993
59, 10th, Male,994
24, Assoc-acdm, Male,994
26, Assoc-voc, Female,994
41, Some-college, Male,994
27, HS-grad, Male,994
23, HS-grad, Male,995
19, 9th, Male,995
39, HS-grad, Male,995
46, Some-college, Female,995
28, HS-grad, Male,995
62, HS-grad, Female,996
28, Assoc-acdm, Male,996
35, HS-grad, Female,996
38, HS-grad, Male,996
53, Doctorate, Male,996
29, Bachelors, Male,997
17, 12th, Female,997
45, HS-grad, Female,997
20, HS-grad, Male,997
27, Some-college, Female,997
59, HS-grad, Male,998
37, Masters, Female,998
27, Some-college, Male,998
29, Bachelors, Male,998
26, Some-college, Female,998
63, 10th, Male,999
39, Some-college, Female,999
20, Some-college, Male,999
20, HS-grad, Male,999
53, Prof-school, Male,999
49, 10th, Female,1000
35, Bachelors, Male,1000
40, HS-grad, Female,1000
50, Masters, Male,1000
35, Masters, Male,1000
38, Masters, Male,1001
47, HS-grad, Female,1001
32, Some-college, Female,1001
43, Bachelors, Female,1001
20, Some-college, Female,1001
33, HS-grad, Male,1002
23, Some-college, Male,1002
50, Prof-school, Male,1002
60, Some-college, Female,1002
56, Doctorate, Male,1002
37, Some-college, Male,1003
57, 10th, Male,1003
22, Assoc-voc, Male,1003
48, Prof-school, Male,1003
27, Some-college, Male,1003
18, 12th, Male,1004
41, Assoc-acdm, Male,1004
33, Bachelors, Male,1004
51, HS-grad, Male,1004
33, Masters, Female,1004
25, Bachelors, Female,1005
55, HS-grad, Male,1005
29, 11th, Female,1005
24, Bachelors, Male,1005
41, Bachelors, Male,1005
29, Masters, Female,1006
39, Some-college, Male,1006
35, Some-college, Male,1006
20, Some-college, Female,1006
41, Assoc-voc, Female,1006
26, Bachelors, Male,1007
44, HS-grad, Male,1007
32, HS-grad, Male,1007
35, HS-grad, Male,1007
59, 7th-8th, Male,1007
61, Some-college, Male,1008
20, HS-grad, Male,1008
58, 12th, Male,1008
48, 11th, Male,1008
26, Bachelors, Female,1008
28, Some-college, Male,1009
48, Bachelors, Male,1009
45, HS-grad, Male,1009
18, HS-grad, Male,1009
23, HS-grad, Male,1009
31, Some-college, Female,1010
19, HS-grad, Male,1010
35, Assoc-acdm, Female,1010
22, HS-grad, Male,1010
32, HS-grad, Male,1010
69, HS-grad, Female,1011
39, Some-college, Female,1011
21, Some-college, Female,1011
22, Bachelors, Female,1011
52, Masters, Male,1011
44, Masters, Male,1012
22, Assoc-acdm, Female,1012
49, Assoc-acdm, Male,1012
51, HS-grad, Male,1012
27, Masters, Male,1012
34, Bachelors, Male,1013
20, Some-college, Female,1013
22, Bachelors, Male,1013
68, 11th, Female,1013
31, HS-grad, Male,1013
22, HS-grad, Male,1014
62, HS-grad, Male,1014
28, HS-grad, Female,1014
46, Some-college, Male,1014
49, HS-grad, Male,1014
40, Masters, Male,1015
54, HS-grad, Male,1015
24, 9th, Male,1015
27, Assoc-acdm, Female,1015
33, HS-grad, Male,1015
19, Some-college, Male,1016
27, HS-grad, Male,1016
39, HS-grad, Male,1016
29, Bachelors, Male,1016
29, 12th, Male,1016
44, 5th-6th, Male,1017
51, Doctorate, Male,1017
37, Bachelors, Male,1017
56, HS-grad, Male,1017
19, 11th, Female,1017
37, Bachelors, Male,1018
18, Some-college, Female,1018
35, 1st-4th, Male,1018
28, 7th-8th, Male,1018
40, Bachelors, Male,1018
50, Masters, Male,1019
31, HS-grad, Male,1019
57, 11th, Male,1019
40, Bachelors, Male,1019
44, Bachelors, Male,1019
40, Some-college, Male,1020
42, Some-college, Female,1020
41, Some-college, Male,1020
23, Some-college, Male,1020
41, HS-grad, Male,1020
41, Some-college, Male,1021
29, Assoc-voc, Male,1021
33, Bachelors, Female,1021
43, HS-grad, Female,1021
18, Some-college, Female,1021
67, Some-college, Female,1022
21, HS-grad, Male,1022
36, 12th, Male,1022
22, Some-college, Male,1022
64, Bachelors, Male,1022
24, 11th, Female,1023
44, HS-grad, Male,1023
22, Some-college, Male,1023
60, 7th-8th, Male,1023
31, Some-college, Male,1023
74, 12th, Male,1024
30, Bachelors, Male,1024
29, 11th, Male,1024
47, Some-college, Female,1024
71, Assoc-voc, Female,1024
33, 10th, Male,1025
56, HS-grad, Female,1025
24, 11th, Female,1025
37, Bachelors, Male,1025
52, Bachelors, Male,1025
42, Bachelors, Male,1026
56, HS-grad, Male,1026
52, Bachelors, Male,1026
56, Doctorate, Male,1026
54, Bachelors, Male,1026
43, Bachelors, Male,1027
68, HS-grad, Female,1027
38, Bachelors, Female,1027
44, Masters, Male,1027
32, 11th, Female,1027
23, Bachelors, Male,1028
69, HS-grad, Female,1028
52, HS-grad, Male,1028
24, Assoc-acdm, Male,1028
45, Bachelors, Male,1028
43, 9th, Male,1029
59, Bachelors, Male,1029
35, Assoc-acdm, Male,1029
43, Bachelors, Male,1029
47, 11th, Male,1029
29, Some-college, Female,1030
77, Assoc-acdm, Male,1030
48, HS-grad, Male,1030
40, Bachelors, Male,1030
23, Some-college, Male,1030
51, HS-grad, Male,1031
43, Assoc-acdm, Female,1031
44, HS-grad, Male,1031
24, Bachelors, Female,1031
39, Masters, Male,1031
19, Some-college, Male,1032
21, Some-college, Female,1032
49, HS-grad, Male,1032
22, Some-college, Male,1032
59, HS-grad, Female,1032
51, HS-grad, Male,1033
38, Bachelors, Female,1033
45, HS-grad, Male,1033
56, Some-college, Male,1033
67, Some-college, Female,1033
27, HS-grad, Male,1034
21, Some-college, Female,1034
55, Masters, Male,1034
31, Some-college, Female,1034
57, 9th, Male,1034
33, HS-grad, Male,1035
26, Masters, Male,1035
51, HS-grad, Male,1035
35, HS-grad, Male,1035
19, HS-grad, Male,1035
46, Bachelors, Male,1036
38, Bachelors, Male,1036
24, 7th-8th, Male,1036
38, Masters, Female,1036
49, HS-grad, Female,1036
34, Bachelors, Male,1037
55, Bachelors, Male,1037
51, Some-college, Male,1037
72, HS-grad, Female,1037
60, 7th-8th, Male,1037
45, Assoc-voc, Male,1038
21, 10th, Male,1038
49, Some-college, Male,1038
46, Bachelors, Female,1038
62, Some-college, Male,1038
51, Bachelors, Male,1039
50, Some-college, Male,1039
18, HS-grad, Male,1039
71, Bachelors, Female,1039
30, HS-grad, Male,1039
51, 10th, Female,1040
36, Assoc-voc, Male,1040
41, HS-grad, Female,1040
38, Some-college, Female,1040
49, Bachelors, Male,1040
42, Bachelors, Female,1041
53, Some-college, Male,1041
21, Some-college, Male,1041
19, HS-grad, Female,1041
43, Bachelors, Female,1041
47, Masters, Male,1042
30, HS-grad, Male,1042
63, Prof-school, Male,1042
53, HS-grad, Female,1042
23, Some-college, Male,1042
28, HS-grad, Female,1043
61, Prof-school, Male,1043
60, Assoc-voc, Female,1043
32, Bachelors, Male,1043
47, HS-grad, Male,1043
36, Assoc-voc, Female,1044
24, HS-grad, Male,1044
46, Bachelors, Male,1044
59, 10th, Male,1044
30, 11th, Male,1044
30, Bachelors, Male,1045
38, HS-grad, Male,1045
57, HS-grad, Female,1045
64, Prof-school, Male,1045
48, Masters, Male,1045
28, Bachelors, Male,1046
46, HS-grad, Male,1046
51, HS-grad, Male,1046
55, HS-grad, Male,1046
44, Assoc-acdm, Female,1046
50, Assoc-voc, Male,1047
58, HS-grad, Male,1047
27, Assoc-voc, Male,1047
52, Masters, Female,1047
30, Some-college, Male,1047
49, 10th, Male,1048
32, HS-grad, Male,1048
44, Bachelors, Male,1048
63, 5th-6th, Male,1048
60, Bachelors, Male,1048
55, Some-college, Male,1049
77, 12th, Male,1049
55, Masters, Male,1049
51, HS-grad, Male,1049
35, Some-college, Male,1049
26, HS-grad, Female,1050
33, Bachelors, Male,1050
34, Bachelors, Male,1050
52, Bachelors, Male,1050
50, HS-grad, Female,1050
48, Doctorate, Male,1051
24, Bachelors, Male,1051
44, Assoc-acdm, Male,1051
40, HS-grad, Female,1051
61, Some-college, Male,1051
60, HS-grad, Male,1052
18, 11th, Male,1052
47, Some-college, Male,1052
30, Some-college, Male,1052
44, HS-grad, Female,1052
60, 10th, Male,1053
44, HS-grad, Female,1053
33, Bachelors, Female,1053
38, HS-grad, Female,1053
42, Bachelors, Female,1053
45, Bachelors, Male,1054
40, Masters, Male,1054
40, Some-college, Male,1054
60, Bachelors, Male,1054
40, HS-grad, Female,1054
45, Bachelors, Female,1055
51, Masters, Male,1055
31, HS-grad, Male,1055
19, 11th, Male,1055
24, Bachelors, Male,1055
51, 9th, Female,1056
28, Bachelors, Male,1056
31, Assoc-acdm, Female,1056
19, HS-grad, Male,1056
39, Masters, Male,1056
27, Bachelors, Female,1057
39, HS-grad, Female,1057
45, Masters, Female,1057
21, Assoc-voc, Male,1057
67, 10th, Male,1057
28, 9th, Male,1058
28, HS-grad, Female,1058
48, Some-college, Male,1058
24, Bachelors, Male,1058
66, Bachelors, Female,1058
23, HS-grad, Female,1059
17, 10th, Female,1059
21, HS-grad, Female,1059
30, HS-grad, Male,1059
53, HS-grad, Female,1059
40, Bachelors, Male,1060
39, 11th, Female,1060
38, Assoc-voc, Male,1060
33, Assoc-acdm, Male,1060
36, Bachelors, Female,1060
53, Bachelors, Female,1061
32, HS-grad, Female,1061
52, Some-college, Female,1061
31, 11th, Male,1061
35, 12th, Male,1061
49, HS-grad, Female,1062
28, Assoc-acdm, Male,1062
75, HS-grad, Male,1062
43, Assoc-acdm, Male,1062
22, HS-grad, Female,1062
43, HS-grad, Female,1063
40, Bachelors, Male,1063
29, Some-college, Male,1063
21, 11th, Male,1063
44, Assoc-voc, Male,1063
33, Some-college, Male,1064
38, Bachelors, Male,1064
29, HS-grad, Female,1064
34, HS-grad, Male,1064
27, 12th, Male,1064
20, HS-grad, Male,1065
35, Masters, Male,1065
59, Some-college, Male,1065
19, Some-college, Female,1065
27, 10th, Female,1065
41, Bachelors, Male,1066
35, Assoc-acdm, Male,1066
26, HS-grad, Female,1066
32, Bachelors, Male,1066
23, 11th, Female,1066
23, Assoc-voc, Male,1067
21, HS-grad, Female,1067
58, HS-grad, Male,1067
58, HS-grad, Female,1067
19, HS-grad, Male,1067
29, Some-college, Female,1068
25, Assoc-acdm, Female,1068
29, Assoc-acdm, Male,1068
18, 11th, Female,1068
23, Some-college, Male,1068
52, Some-college, Female,1069
23, Bachelors, Female,1069
18, HS-grad, Female,1069
39, Bachelors, Male,1069
34, 9th, Male,1069
39, Some-college, Female,1070
30, Assoc-voc, Male,1070
50, Some-college, Female,1070
68, 5th-6th, Male,1070
32, HS-grad, Male,1070
29, 10th, Female,1071
29, HS-grad, Female,1071
31, HS-grad, Female,1071
25, 5th-6th, Male,1071
30, Some-college, Female,1071
56, 10th, Female,1072
42, Some-college, Male,1072
52, Some-college, Female,1072
37, Masters, Male,1072
27, Some-college, Male,1072
32, Some-college, Male,1073
19, HS-grad, Female,1073
37, HS-grad, Male,1073
46, HS-grad, Male,1073
33, HS-grad, Male,1073
40, Some-college, Male,1074
44, Bachelors, Male,1074
34, Bachelors, Female,1074
60, Some-college, Female,1074
48, Some-college, Male,1074
39, 11th, Male,1075
24, 9th, Male,1075
65, 7th-8th, Male,1075
63, HS-grad, Male,1075
28, HS-grad, Male,1075
33, HS-grad, Male,1076
28, HS-grad, Male,1076
34, Assoc-acdm, Female,1076
25, 11th, Male,1076
74, HS-grad, Male,1076
28, 12th, Male,1077
23, Assoc-voc, Male,1077
25, Some-college, Female,1077
19, HS-grad, Male,1077
48, Bachelors, Male,1077
60, Masters, Male,1078
26, 11th, Male,1078
38, HS-grad, Male,1078
53, Some-college, Female,1078
30, HS-grad, Male,1078
53, Some-college, Female,1079
22, 10th, Male,1079
41, Bachelors, Male,1079
42, HS-grad, Male,1079
22, Bachelors, Female,1079
27, Bachelors, Female,1080
44, Prof-school, Female,1080
58, HS-grad, Female,1080
28, Doctorate, Male,1080
48, Some-college, Male,1080
43, HS-grad, Male,1081
41, Some-college, Male,1081
50, Masters, Male,1081
46, HS-grad, Male,1081
35, Some-college, Female,1081
24, Some-college, Female,1082
56, Masters, Male,1082
42, Bachelors, Female,1082
27, 11th, Male,1082
35, Assoc-voc, Male,1082
49, HS-grad, Female,1083
39, Some-college, Male,1083
28, Assoc-voc, Male,1083
45, HS-grad, Male,1083
66, HS-grad, Female,1083
19, Some-college, Female,1084
18, Some-college, Female,1084
47, Bachelors, Male,1084
48, Assoc-voc, Female,1084
26, Bachelors, Male,1084
49, Masters, Female,1085
50, Masters, Male,1085
47, Prof-school, Male,1085
30, Bachelors, Male,1085
44, Some-college, Male,1085
70, HS-grad, Female,1086
47, HS-grad, Male,1086
52, HS-grad, Male,1086
32, HS-grad, Male,1086
39, Some-college, Male,1086
47, Bachelors, Male,1087
42, HS-grad, Male,1087
33, Masters, Female,1087
29, HS-grad, Female,1087
27, HS-grad, Female,1087
40, Bachelors, Male,1088
42, Masters, Male,1088
28, Some-college, Male,1088
19, HS-grad, Female,1088
30, Some-college, Male,1088
71, HS-grad, Female,1089
53, HS-grad, Male,1089
64, 5th-6th, Male,1089
44, Masters, Female,1089
72, Some-college, Female,1089
64, 7th-8th, Male,1090
51, HS-grad, Male,1090
51, Some-college, Male,1090
55, HS-grad, Male,1090
34, Bachelors, Male,1090
36, Some-college, Male,1091
20, Some-college, Male,1091
25, HS-grad, Female,1091
40, HS-grad, Male,1091
24, HS-grad, Male,1091
39, HS-grad, Male,1092
56, Masters, Male,1092
25, Bachelors, Female,1092
38, Some-college, Male,1092
22, Some-college, Male,1092
29, Assoc-acdm, Male,1093
25, 12th, Male,1093
36, Some-college, Male,1093
50, HS-grad, Female,1093
22, HS-grad, Male,1093
19, 10th, Male,1094
20, Some-college, Female,1094
54, Masters, Male,1094
32, Bachelors, Male,1094
28, Assoc-acdm, Male,1094
44, HS-grad, Female,1095
59, Bachelors, Male,1095
52, 9th, Male,1095
19, Some-college, Female,1095
39, HS-grad, Female,1095
22, HS-grad, Male,1096
24, Some-college, Female,1096
57, Masters, Male,1096
18, 11th, Male,1096
31, Some-college, Female,1096
25, Bachelors, Male,1097
37, 12th, Female,1097
26, 1st-4th, Male,1097
32, HS-grad, Male,1097
53, 7th-8th, Female,1097
49, Doctorate, Male,1098
34, 7th-8th, Female,1098
65, HS-grad, Female,1098
52, Bachelors, Male,1098
30, HS-grad, Male,1098
40, Assoc-voc, Male,1099
28, Assoc-acdm, Male,1099
28, HS-grad, Male,1099
45, Prof-school, Male,1099
40, Prof-school, Male,1099
42, Assoc-acdm, Male,1100
25, Bachelors, Female,1100
77, Some-college, Male,1100
64, Assoc-voc, Male,1100
43, Some-college, Male,1100
30, Masters, Male,1101
43, Some-college, Male,1101
40, Some-college, Male,1101
31, HS-grad, Male,1101
25, 7th-8th, Male,1101
19, HS-grad, Male,1102
41, HS-grad, Male,1102
51, 10th, Female,1102
31, 10th, Male,1102
35, HS-grad, Female,1102
52, Bachelors, Male,1103
41, Some-college, Female,1103
27, HS-grad, Male,1103
40, HS-grad, Male,1103
38, HS-grad, Male,1103
34, 11th, Male,1104
27, HS-grad, Male,1104
25, Bachelors, Male,1104
60, HS-grad, Female,1104
20, HS-grad, Female,1104
17, HS-grad, Female,1105
31, Bachelors, Male,1105
65, Prof-school, Male,1105
62, Doctorate, Male,1105
39, Masters, Male,1105
36, Some-college, Male,1106
59, HS-grad, Male,1106
23, Assoc-voc, Female,1106
32, Some-college, Male,1106
22, HS-grad, Male,1106
66, HS-grad, Female,1107
28, Some-college, Male,1107
34, HS-grad, Female,1107
19, HS-grad, Male,1107
54, Prof-school, Male,1107
36, Some-college, Female,1108
70, 5th-6th, Male,1108
50, HS-grad, Male,1108
17, 11th, Female,1108
53, Bachelors, Male,1108
41, Assoc-voc, Male,1109
26, 10th, Male,1109
59, Some-college, Male,1109
17, 11th, Male,1109
30, Some-college, Female,1109
33, HS-grad, Male,1110
40, Some-college, Female,1110
48, Assoc-voc, Male,1110
47, Bachelors, Female,1110
38, HS-grad, Male,1110
30, Masters, Female,1111
47, HS-grad, Female,1111
41, HS-grad, Male,1111
20, HS-grad, Female,1111
29, Some-college, Female,1111
36, HS-grad, Male,1112
18, Some-college, Female,1112
35, HS-grad, Male,1112
41, HS-grad, Female,1112
23, HS-grad, Male,1112
39, Assoc-acdm, Male,1113
46, Some-college, Male,1113
45, Assoc-acdm, Female,1113
53, 7th-8th, Male,1113
54, HS-grad, Female,1113
48, Some-college, Male,1114
32, Bachelors, Female,1114
31, Some-college, Female,1114
43, Masters, Male,1114
43, HS-grad, Male,1114
28, HS-grad, Male,1115
46, Assoc-acdm, Female,1115
34, HS-grad, Male,1115
73, HS-grad, Male,1115
25, Bachelors, Male,1115
23, Some-college, Female,1116
32, Bachelors, Female,1116
37, HS-grad, Male,1116
36, HS-grad, Female,1116
27, Some-college, Female,1116
29, Some-college, Male,1117
42, Some-college, Male,1117
24, Bachelors, Female,1117
29, Some-college, Female,1117
22, 11th, Female,1117
47, Doctorate, Male,1118
43, Some-college, Female,1118
65, HS-grad, Female,1118
56, Bachelors, Male,1118
54, HS-grad, Male,1118
50, HS-grad, Male,1119
29, HS-grad, Male,1119
32, Some-college, Male,1119
37, HS-grad, Male,1119
30, Bachelors, Male,1119
30, Bachelors, Female,1120
39, HS-grad, Male,1120
23, HS-grad, Female,1120
32, HS-grad, Male,1120
37, Masters, Male,1120
20, HS-grad, Male,1121
33, Some-college, Female,1121
42, HS-grad, Male,1121
56, Bachelors, Female,1121
40, Doctorate, Male,1121
38, 10th, Female,1122
49, Some-college, Male,1122
18, Some-college, Male,1122
42, Some-college, Male,1122
25, Some-college, Female,1122
38, Some-college, Female,1123
